EIN,NAME,STREET,CITY,ZIP,ACTIVITY,NTEE_CD,REVENUE_AMT
440605370,MESSIAH LUTHERAN CHURCH,613 S MAIN ST,INDEPENDENCE,64050-4411,1000000,,
440605373,CHILDRENS MERCY HOSPITAL,2401 GILLHAM RD,KANSAS CITY,64108-4619,150000000,E240,1655102903.0
440605376,SIXTH CHURCH OF CHRIST SCIENTIST,400 W 67TH ST,KANSAS CITY,64113-1913,1029000,,
440605381,EXECUTIVE BOARD OF THE MISSOURI BAPTIST CONVENTION,9463 STATE HIGHWAY 190,CHILLICOTHE,64601-6370,1029000,,
440605610,FIRST ASSEMBLY OF GOD,1414 E 103RD ST,KANSAS CITY,64131-3412,1002029,,
440606231,SISTERS OF ST FRANCIS OF THE HOLY EUCHARIST,2100 N NOLAND RD,INDEPENDENCE,64050-1647,1030000,,
440606538,JACKSON COUNTY 4-H FOUNDATION,PO BOX 604,BLUE SPRINGS,64013-0604,59602349,,25729.0
440607149,MERCY ST FRANCIS HOSPITAL,100 W US HIGHWAY 60,MOUNTAIN VIEW,65548-8542,1030150,E220,16228903.0
440607605,PLUMBERS-NO 8 EDUCATIONAL TRAINING PROGRAM FUND,5950 MANCHESTER TRFY,KANSAS CITY,64130-4720,46030126,J22Z,1362935.0
440608411,VETERANS OF FOREIGN WARS DEPT OF MISSOURI,3109 FRANKLIN AVE,LEXINGTON,64067-7247,908907000,,27944.0
440608429,HARRY S TRUMAN CHILDRENS NEUROLOGICAL CENTER,12404 E US HIGHWAY 40,INDEPENDENCE,64055-5954,154160150,P820,4514652.0
440608719,GRACE EPISCOPAL CHURCH CARTHAGE,820 HOWARD ST,CARTHAGE,64836-2318,1029000,,
440609255,CENTER FOR HUMAN SERVICES INC,1500 EWING DR,SEDALIA,65301-2396,160000000,,20929800.0
440609997,ROMAN CATHOLIC DIOCESE OF SPRINGFIELD-CAPE GIRARDEAU,SPRINGFIELD-CAPE GIRARDEAU,SPRINGFIELD,65806-0000,46001000,,
440610083,PIPE FITTERS EDUCATIONAL TRAINING PROGRAM FUND NO 533,9876 HICKMAN MILLS DR,KANSAS CITY,64137-1140,46030126,J220,1581727.0
440610111,BAPTIST BIBLE FELLOWSHIP INTERNATIONAL,720 E KEARNEY ST,SPRINGFIELD,65803-3428,59602561,,
440610781,GUADALUPE CENTER INC,1015 AVENIDA CESAR E CHA,KANSAS CITY,64108-0000,59179575,P33Z,7294920.0
440611034,ASSUMPTION ABBEY UNITED STATES CATHOLIC CONFERENCE,RR 5 BOX 1056,AVA,65608-9142,1150120,,
440612233,THREE & TWO BASEBALL CLUB OF KANSAS CITY MISSOURI,PO BOX 482295,KANSAS CITY,64148-2295,298349317,,237271.0
440612540,CATHOLIC DIOCESE OF JEFFERSON CITY,PO BOX 104900,JEFFERSON CTY,65110-4900,1150120,,
440613176,LAUREL HILL CEMETERY ASSOCIATION,19552 SHANE LN,WESTON,64098-9141,900000000,,0.0
440614402,DEVELOPMENTAL CENTER OF THE OZARKS,1545 E PYTHIAN ST,SPRINGFIELD,65802-2139,160000000,P820,5793053.0
440614493,CEREBRAL PALSY OF TRI-COUNTY INC,1401 W AUSTIN ST,WEBB CITY,64870-1617,31160326,G23Z,592579.0
440614679,PINEVILLE CEMETERY SOCIETY,PO BOX 759,PINEVILLE,64856-0759,900000000,Y50,0.0
440615104,GREEN COUNTY BAPTIST ASSOCIATION,834 W BATTLEFIELD ST,SPRINGFIELD,65807-4128,1029000,,
440617326,AVILA UNIVERSITY,11901 WORNALL RD,KANSAS CITY,64145-1007,1030150,B43Z,42474286.0
440618087,BUTLER PUBLIC LIBRARY INC,100 W ATKISON ST,BUTLER,64730-2006,994061092,B71Z,122639.0
440618373,J B WRIGHT CHARITABLE TRUST,PO BOX 50,CHILLICOTHE,64601-0050,150000000,,2749115.0
440618839,MIDWESTERN BAPTIST THEOLOGICAL SEMINARY INC,5001 N OAK TRFY,KANSAS CITY,64118-4620,1029059,,
440619485,SAINT PAUL LUTHERAN CHURCH,4715 FREDERICK AVE,SAINT JOSEPH,64506-3241,1029000,,
440624563,PRESBYTERIAN CHURCH USA,301 S VAN BRUNT BLVD,KANSAS CITY,64123-0000,1029000,,
440624920,DEVELOPMENT CENTER FOR HANDICAPPED CHILDREN INC,PO BOX 161,CHILLICOTHE,64601-0161,59160000,,434709.0
440625536,ST LUKE JOY CHURCH,4301 NE VIVION RD,KANSAS CITY,64119-2838,1002000,,
440627566,BOYS AND GIRLS CLUB OF JOPLIN MISSOURI,317 COMINGO AVE,JOPLIN,64801-2056,328349059,O21Z,1234558.0
440629397,CARROLL COUNTY MEMORIAL HOSPITAL,1502 N JEFFERSON ST,CARROLLTON,64633-1948,150000000,E220,33298184.0
440629403,MISSOURI P E O OUTREACH FUND,4484 SW RAINTREE RIDGE DR,LEES SUMMIT,64082-4894,382000000,P75Z,138820.0
440629552,VETERANS OF FOREIGN WARS DEPT OF MISSOURI,5904 CRYSTAL AVE,KANSAS CITY,64129-2580,907908000,,56834.0
440641486,FIRST CALL ALCOHOL DRUG PREVENTION & RECOVERY,9091 STATE LINE ROAD,KANSAS CITY,64114-3251,59179000,,1810822.0
440642156,TRINITY LUTHERAN CHURCH,803 SWIFTS HWY,JEFFERSON CTY,65109-2547,1000000,,
440642832,BRAYMER UNITED METHODIST CHURCH,3RD AND WOODS ST,BRAYMER,64624-0000,1000000,,
440643283,COMMUNITY CENTER INC,PO BOX 52,ST ELIZABETH,65075-0052,296000000,,99641.0
440643528,ROTARY INTERNATIONAL,PO BOX 204,CLINTON,64735-0204,520349200,,79420.0
440644341,TRINITY LUTHERAN CHURCH,207 N MAIN ST,FREISTATT,65654-2501,1000000,,
440647671,CLAY PLATTE BAPTIST ASSOCIATION,11701 PLATTSBURG RD,KEARNEY,64060-8175,1029000,,
440648649,MISSOURI GIRLS TOWN FOUNDATION INC,8548 JADE ROAD,KINGDOM CITY,65262-0000,328349000,I440,2250176.0
440649481,LIFE360 CHURCH CALVARY CAMPUS,3581 S KANSAS AVE,SPRINGFIELD,65807-4303,1002029,,
440650249,FAITH ASSEMBLY OF GOD,7211 E 32ND ST,JOPLIN,64804-4473,1002029,,
440650679,IMMANUEL LUTHERAN CHURCH,PO BOX 5326,KANSAS CITY,64131-0326,1000000,,
440651189,CHRIST LUTHERAN CHURCH,6700 NW 72ND ST,PLATTE WOODS,64151-1678,1000000,,
440651283,GRACE UNITED METHODIST CHURCH,600 S JEFFERSON AVE,SPRINGFIELD,65806-3108,1919000,,
440651507,PEACE LUTHERAN CHURCH,8240 BLUE RIDGE BLVD,RAYTOWN,64138-1565,1000000,,
440651883,MERCEDARIAN MISSIONARIES OF BERRIZ,2115 MATURANA DR APT 101B,LIBERTY,64068-9148,59150382,,
440651890,CALVARY EPISCOPAL CHURCH SEDALIA,713 S OHIO AVE,SEDALIA,65301-4415,1029000,,
440652188,LUTHERAN GOOD SHEPHERD HOME,PO BOX 849,CONCORDIA,64020-0849,382000000,L22Z,1351519.0
440653008,ASHLAND UNITED METHODIST CHURCH,2711 ASHLAND AVE,SAINT JOSEPH,64506-1942,1919000,,
440653029,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,1200 E WOODHURST DR STE 400,SPRINGFIELD,65804-4261,263264160,,512330.0
440653466,CHRIST LUTHERAN CHURCH,PO BOX 549,STOVER,65078-0549,1000000,,
440653861,HARRISON COUNTY ASSOCIATION FOR RETARDED CITIZENS INCORPORATED,PO BOX 423,BETHANY,64424-0423,160000000,,23368.0
440654269,ALANO SOCIETY OF KANSAS CITY INC,311 W 80TH TER,KANSAS CITY,64114-2322,573000000,,0.0
440654294,CHURCH OF THE GOOD SHEPHERD KANSAS CITY,4947 NE CHOUTEAU DR,KANSAS CITY,64119-4815,1029000,,
440655901,IMMANUEL UNITED CHURCH OF CHRIST,418 W 4TH ST,SEDALIA,65301-4247,1029000,,
440655986,JOHN FITZGIBBON MEMORIAL HOSPITAL INC,PO BOX 250,MARSHALL,65340-0250,150179000,E220,61610062.0
440657094,LUTHERAN SCHOOL ASSOCIATION,204 E BUTTERFIELD TRL,COLE CAMP,65325-1122,1000000,,
440657468,CALLA E VARNER EDUCATIONAL FOUNDATION,400 JULES ST STE 320,ST JOSEPH,64501-1736,59927561,B82,
440658268,MISSOURI LIBRARY ASSOCIATION,C/O AMIGOS 1190 MERAMEC STATION RD,BALLWIN,63021-0000,123061000,B71I,130475.0
440658573,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 766,MOUNTAIN GRV,65711-0766,561279265,,0.0
440659517,PEOPLE TO PEOPLE INTERNATIONAL,2405 GRAND BLVD STE 500,KANSAS CITY,64108-2507,59602349,Q220,815743.0
440660863,ALL SAINTS CHURCH NEVADA,PO BOX 456,NEVADA,64772-0456,1029000,,
440661018,TRUMAN MEDICAL CENTER INCORPORATED,2301 HOLMES ST,KANSAS CITY,64108-2640,150154000,E220,591149300.0
440662060,INTERNATIONAL ASSOCIATION OF MACHIN ISTS & AEROSPACE WORKERS,11017 N MCGEE ST,KANSAS CITY,64155-1174,263566279,,0.0
440662767,FUTURE FARMERS OF AMERICA,PO BOX 480,JEFFERSON CTY,65102-0480,59349000,,768128.0
440662774,DISCALCED CARMELITE NUNS,1106 SWIFTS HWY,JEFFERSON CTY,65109-2554,1150120,,
440663030,KENT MEMORIAL LUTHERAN CHURCH,PO BOX 155,SUNRISE BEACH,65079-0155,1000000,,
440663883,CEDARS CAMPS,1314 PARKVIEW VALLEY DR,BALLWIN,63011-4206,325000000,,3769316.0
440664226,JOPLIN HUMANE SOCIETY INC,140 EMPEROR RD,JOPLIN,64801-7402,913917000,D200,1243722.0
440665480,GOSHEN CEMETERY COMPANY,22420 HIGHWAY B,PRINCETON,64673-9652,900000000,,0.0
440666149,ST JAMES EPISCOPAL CHURCH SPRINGFIELD,2645 E SOUTHERN HILLS BLVD,SPRINGFIELD,65804-3433,1029000,,
440666362,FAMILY GUIDANCE CENTER FOR BEHAVIORAL HEALTHCARE,724 N 22ND ST,SAINT JOSEPH,64506-2604,154160328,F320,15759963.0
440666523,CHRIST EPISCOPAL CHURCH SPRINGFIELD,601 E WALNUT ST,SPRINGFIELD,65806-2419,1029000,,
440666824,ST AUGUSTINES CHURCH KANSAS CITY,2732 BENTON BLVD,KANSAS CITY,64128-1130,1029000,,
440667280,UNITED METHODIST CHURCH AND ITS AFFILIATED ORGANIZATIONS,12613 GRANDVIEW RD,GRANDVIEW,64030-1705,1919000,,
440668015,ST PETER LUTHERAN CHURCH,3524 ST JOSEPH AVENUE,ST JOSEPH,64505-1702,1029000,,
440668347,CAMERON REGIONAL MEDICAL CENTER INC,PO BOX 557,CAMERON,64429-0557,150000000,E220,59425034.0
440713940,DEFENDERS OF THE CHRISTIAN FAITH INC,922 E LINWOOD BLVD,KANSAS CITY,64109-1838,59382000,,
441059134,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,1400 S 951 RD,EL DORADO SPG,64744-7274,561279265,,0.0
446000051,JACKSON COUNTY LAW LIBRARY INC,1125 GRAND BLVD STE 1050,KANSAS CITY,64106-2507,994061000,,446424.0
446000884,ROTARY CLUB YOUTH CAMP ASSOCIATION INC,110 SW 2ND ST STE C,LEES SUMMIT,64063-2346,325328349,,406117.0
446000911,SOUTHERN MISSOURI DIST,528 W BATTLEFIELD ST,SPRINGFIELD,65807-4122,1000000,,
446001267,CALVARY LUTHERAN CHURCH,7500 OAK ST,KANSAS CITY,64114-1945,1000000,,
446001273,IMMANUEL LUTHERAN CHURCH,8231 TANNER BRIDGE RD,JEFFERSON CTY,65101-9601,1029000,,
446001284,ZION LUTHERAN CHURCH,PO BOX 224,CORDER,64021-0224,1000000,,
446001474,ZION LUTHERAN CHURCH,10136 SE COUNTY ROAD 9526,ROCKVILLE,64780-6912,1029000,,
446004270,SALEM LUTHERAN CHURCH,36157 SALEM AVE,SALISBURY,65281-2465,1029000,,
446005328,BROTHERHOOD OF MAINTENANCE OF WAY EMPLOYEES,47677 HIGHWAY AA,HARDIN,64035-8159,263264179,,0.0
446005524,FAITH OF OUR FATHERS PROGRAM INC,PO BOX 528,NIXA,65714-0528,29325000,,
446005710,SPRING RIVER BAPTIST ASSOCIATION,PO BOX 1088,JOPLIN,64802-1088,1029000,,
446005758,OZARKS MEDICAL CENTER,PO BOX 1100,WEST PLAINS,65775-1100,150000000,E220,184965544.0
446005762,GENERAL BAPTIST CONVENTION OF MISSOURI KANSAS NEBRASKA,301 W ARMOUR STE 450,KANSAS CITY,64111-2072,2152000,,
446005780,IMMANUEL LUTHERAN SCHOOL ASSOC,1500 LIPPER AVE,HIGGINSVILLE,64037-1335,1029000,,
446005794,CHILDREN INTERNATIONAL,2000 E RED BRIDGE RD,KANSAS CITY,64131-3610,1399566,Q330,124741177.0
446006022,TRINITY EPISCOPAL CHURCH INDEPENDENCE,409 N LIBERTY ST,INDEPENDNECE,64050-2701,1029000,,
446006077,GOOD SAMARITAN BOYS RANCH,PO BOX 617,BRIGHTON,65617-0617,328000000,P72Z,7317575.0
446008841,BOY SCOUTS OF AMERICA,PO BOX 419248,KANSAS CITY,64141-6248,59328908,O41I,1749744.0
446010793,LATHROP CEMETERY ASSOCIATION,PO BOX 11,LATHROP,64465-0011,900000000,Y50,0.0
446010831,CAROLYN C BAKER MEMORIAL FUND,4600 MADISON AVE STE 600,KANSAS CITY,64112-3031,602561000,,
446011694,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 184,MONETT,65708-0184,561279265,,0.0
446011903,SOROPTIMIST WELFARE FUND,520 W 103RD ST UNIT 224,KANSAS CITY,64114-4503,59602561,S80Z,55672.0
446011930,MISSOURI BAR FOUNDATION,PO BOX 119,JEFFERSON CTY,65102-0119,59040561,P11,280030.0
446012322,GRACE EPISCOPAL CHURCH CHILLICOTHE,421 ELM ST,CHILLICOTHE,64601-2610,1029000,,
446012360,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,2703 JULES ST,SAINT JOSEPH,64501-3224,561279265,,0.0
446012582,BROOKING CEMETERY ASSOCIATION,10004 E 53RD ST,RAYTOWN,64133-2268,900000000,,188438.0
446012732,TEMPLE ADATH JOSEPH CEMETERY FUND,PO BOX 1119,SAINT JOSEPH,64502-1119,900000000,,28552.0
446013135,ORDER OF THE EASTERN STAR OF MISSOURI CHAPTER,903 HARRISON ST,KANSAS CITY,64106-3042,922561036,,0.0
446013654,ST PAUL LUTHERAN CHURCH,PO BOX 250,COLE CAMP,65325-0250,1000000,,
446013796,CHURCH OF CHRIST TEMPLE LOT,PO BOX 4,INDEPENDENCE,64051-0004,1006029,,
446013837,THE HOPEWELL CEMETERY ASSOCIATION,101 CAROLYN DR,ELDON,65026-2013,900000000,,0.0
446013878,NEW LEBANON CEMETERY ASSOCIATION,5257 A HWY,BUNCETON,65237-2202,900000000,,2552.0
446013885,HEAD OF CLEAR CREEK CEMETERY ASSOCIATION,7050 W LONE OAK ST,SPRINGFIELD,65803-8710,900000000,Y50,33819.0
446013891,GRACELAND CEMETERY ASSOCIATION INC C/O ROGER G WILSON TREASURER,PO BOX 113,WESTON,64098-0113,900000000,,0.0
446014054,CENTRAL CHRISTIAN CHURCH OF ST JOSEPH MO,1501 N LEONARD RD,SAINT JOSEPH,64506-2565,1000000,,
446014077,STATE HIGHWAY & TRANSPORTATION EMPLOYEES ASSOCIATION OF MISSOURI,6889 IMPALA DR,JOPLIN,64804-8284,261263279,,45873.0
446014486,MILES MEMORIAL FUND TRUST,PO BOX 117,BOLIVAR,65613-0117,59179000,,
446014629,ENGLEWOOD CEMETERY PERPETUAL FUND INC,132 E HIGH ST,JEFFERSON CTY,65101-2960,900000000,,76699.0
446014654,ELMER C RHODEN CHARITABLE TRUST,4801 MAIN ST STE 1000,KANSAS CITY,64112-2551,602561040,,
446014674,GARDEN CENTER ASSOCIATION OF GREATER KANSAS CITY,5200 PENNSYLVANIA AVE,KANSAS CITY,64112-2384,59356061,C400,60895.0
446014699,SAINT LUKES FOUNDATION,901 E 104TH ST 100 S,KANSAS CITY,64131-4517,602561000,E110,20291308.0
446014760,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,401 W JEFFERSON ST,ALBANY,64402-1241,561279265,,0.0
446014911,MISSOURI ASSOCIATION OF THE DEAF,PO BOX 218,MEXICO,65265-0218,160382152,,0.0
446014920,CONVERSE CEMETERY ASSOC,6176 SE 248TH ST,LATHROP,64465-8548,900000000,Y50,0.0
446014993,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,1192 HWY 58,HOLDEN,64040-0000,561279265,,0.0
446015104,STUCKER CEMETERY ASSOCIATION,3931 LITTLE WOODS DR,TRENTON,64683-3522,900000000,,0.0
446015192,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,200 WEST MORROW,MARSHALL,65340-0000,561279265,,0.0
446015260,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,507 MAIN ST,WESTON,64098-1205,561279265,,0.0
446015267,MOUNT BETHEL CEMETERY ASSOCIATION INC,1005 THOMAS ST,WESTON,64098-1141,900901000,,0.0
446015271,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,PO BOX 7216,BRANSON,65615-7216,59062061,A82Z,407100.0
446015353,MOUNT OLIVE CEMETERY ASSOCIATION OF MARIONVILLE MO,306 REGAN RUN,MARIONVILLE,65705-9165,900000000,B24,0.0
446015550,HIGGINSVILLE STATE SCHOOL AND PARENT ASSOCIATION,2023 MAIN ST,HIGGINSVILLE,64037-1743,160603602,B94Z,0.0
446015944,KIRK CEMETERY,PO BOX 93,ALLENDALE,64420-0093,900901000,,0.0
448812710,MILO CEMETERY ASSOCIATION INC,20513 S 1900 RD,NEVADA,64772-0000,900000000,,0.0
450472947,ROTARY INTERNATIONAL,PO BOX 10164,SPRINGFIELD,65808-0164,520349200,,0.0
450521111,VETERANS OF FOREIGN WARS DEPT OF MISSOURI,900 VFW DR,FESTUS,63028-3744,908907000,,0.0
450521147,VETERANS OF FOREIGN WARS DEPT OF MISSOURI,PO BOX 61,FORSYTH,65653-0061,908907000,,0.0
450521165,VETERANS OF FOREIGN WARS DEPT OF MISSOURI,4433 HIGHWAY 30,ROBERTSVILLE,63072-3307,908907000,,0.0
450584042,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,2649 FREDERICK AVE,SAINT JOSEPH,64506-2839,561279265,,0.0
450584544,ALLIANCE OF DIVINE LOVE INC,6107 E 153RD ST APT A,GRANDVIEW,64030-4917,1000000,,
451602060,ROTARY INTERNATIONAL,PO BOX 44,SAVANNAH,64485-0044,520349200,,0.0
451744078,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
452032293,ROTARY INTERNATIONAL,PO BOX 923,HOLLISTER,65673-0923,520349200,,0.0
452584888,CHRIST FELLOWSHIP BIBLE CHURCH,12 HEDGEWOOD LN,MANCHESTER,63011-4016,1000000,,
452675452,SYNERGY CHURCH,1610 DES PERES RD,DES PERES,63131-1813,1002029,,
452805482,BAHAIS OF RAYTOWN,8612 OXFORD AVE,RAYTOWN,64138-3365,1000000,,
453010947,ADVENT CHRISTIAN GENERAL CONFERENCE OF AMERICA,973 WARRENS WAY DR,PACIFIC,63069-2823,1000000,,
453114026,MODERN WOODMEN OF AMERICA,3186 STATE HIGHWAY Y,JACKSON,63755-7595,211902602,,0.0
453175676,AMVETS,181 MOSCOW SPRINGS PLZ,MOSCOW MILLS,63362-1149,907000000,,0.0
453179951,FAITH AND WISDOM CHURCH,3950 GREEN MOUNTAIN DR,BRANSON,65616-8555,1029000,,783139.0
453612018,MODERN WOODMEN OF AMERICA,1336 CLOVER DR,JACKSON,63755-2502,211902602,,0.0
453755182,HOLY CROSS ACADEMY,8874 PARDEE RD,SAINT LOUIS,63123-1017,31150120,,
453808607,MERCY HOSPITAL CARTHAGE,3125 DR RUSSELL SMITH WAY,CARTHAGE,64836-7402,31150120,,52125578.0
453858388,ST JUDE MARONITE CATHOLIC MISSION,1021 S 10TH ST,SAINT LOUIS,63104-3518,31150120,,
453858668,ST SHARBEL MARONITE CATHOLIC MISSION-LAS VEGAS REAL ESTATE TRUS,1021 S 10TH ST,SAINT LOUIS,63104-3518,31150120,,
453858711,ST SHARBEL MARONITE CATHOLIC CHURCH-PORTLAND REAL ESTATE TRUST,1021 S 10TH ST,SAINT LOUIS,63104-3518,31150120,,
453858754,ST JOHN MARON MARONITE CATHOLIC CHURCH-ORANGE REAL ESTATE TRUST,1021 S 10TH ST,SAINT LOUIS,63104-3518,31150120,,
453858827,OUR LADY OF MT LEBANON-ST PETER MARONITE CATH CATHED-L A REAL EST,1021 S 10TH ST,SAINT LOUIS,63104-3518,31150120,,
453953186,ASSEMBLY OF GOD,PO BOX 787,LICKING,65542-0787,1002029,,
453974865,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
454151973,CARDINAL RITTER GENERAL PARTNER CORPORATION,7601 WATSON RD,SAINT LOUIS,63119-5001,31150120,,0.0
454399452,CHRISTIAN ACADEMY MINISTRIES,3153 W MOUNT VERNON ST,SPRINGFIELD,65802-5205,1000000,,194814.0
454698136,FAITH AND HOPE CHURCH,PO BOX 467,SUCCESS,65570-0467,1002029,,
454759903,ASSEMBLY OF GOD,PO BOX 178,LEASBURG,65535-0178,1002029,,
454866404,AMVETS,14605 E US HIGHWAY 40,KANSAS CITY,64136-1119,907000000,,0.0
454905100,ORDER OF THE EASTER STAR OF MISSOURI,110 S MAIN ST,EXCELSIOR SPG,64024-2295,922561036,,0.0
455049804,ST JOSEPH CHIN BAPTIST CHURCH,423 E HYDE PARK AVE,SAINT JOSEPH,64504-1746,1000000,,
455174222,MILITARY ORDER OF THE COOTIE OF THE UNITED STATES,2025 ZUMBEHL RD SUITE 80,ST CHARLES,63303-2723,907000000,,0.0
455176040,REAL LIFE MINISTRIES,9823 N OXFORD CT,KANSAS CITY,64157-7705,1030059,,
455272469,MODERN WOODMEN OF AMERICA,PO BOX 155,GREENVILLE,63944-0155,211902602,,0.0
455313506,AMVETS,10189 W FARM ROAD 60,WALNUT GROVE,65770-2824,907000000,,0.0
455378550,BIBLE WAY HOUSE OF TRUTH,16045 COUNTY ROAD 1030,SAINT JAMES,65559-8552,1029000,,
455382119,ALPHA PHI CHAPTER OF SIGMA TAU GAMMA ALUMNI ASSOCIATION,1423 SUMMERPOINT LN,FENTON,63026-6959,36319349,N50,0.0
455420101,MODERN WOODMEN OF AMERICA,2145A W CAPE ROCK DR,CPE GIRARDEAU,63701-2855,211902602,,0.0
455420148,MODERN WOODMEN OF AMERICA,3186 STATE HIGHWAY Y,JACKSON,63755-7595,211902602,,0.0
455494458,FAITH PRESBYTERIAN CHURCH,100 W NORTH ST,PERRYVILLE,63775-1343,1002000,,
455554189,REPUBLIC FAMILY CHURCH OF GOD,317 N WALNUT AVE,REPUBLIC,65738-1456,1268000,,
455561059,MODERN WOODMEN OF AMERICA,RR 4 BOX 2905,MARBLE HILL,63764-9420,211902602,,0.0
455598827,ARCHDIOCESAN ELEMENTARY SCHOOLS OF THE ARCHDIOCESE OF ST LOUIS,20 ARCHBISHOP MAY DR,SAINT LOUIS,63119-5738,31150120,,
460000987,SHARE YOUR CHRISTMAS,PO BOX 1731,LEBANON,65536-1731,560000000,P20Z,0.0
460160303,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,4562 NEWPORT AVE,SAINT LOUIS,63116-2410,561279265,,0.0
460368556,LIVES UNDER CONSTRUCTION RANCH,296 BOYS RANCH RD,LAMPE,65681-7205,326995328,,1446720.0
460470178,ST MARKS CHURCH KIMBERLING CITY,PO BOX 153,KIMBERLING CY,65686-0153,1029000,,
460547259,ENLIGHTENING THE FUTURE OF THE PHILIPPINES,120 MACON ST,BROOKFIELD,64628-1738,1000000,,0.0
460553711,MODERN WOODMEN OF AMERICA,PO BOX 155,GREENVILLE,63944-0155,211902602,,0.0
460585684,BIBLE WAY ASSOCIATION CAMPGROUNDS,HC 7 BOX 54K,DONIPHAN,63935-8517,1029000,,
460600766,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
460682924,INDEPENDENT ORDER OF ODD FELLOWS,503 W KNOX ST,HURDLAND,63547-9790,36382265,,0.0
460990482,KAPPA PSI PHARMACEUTICAL FRATERNITY,405 SW STACY DR,LEES SUMMIT,64082-4859,36205349,,0.0
461002673,MODERN WOODMEN OF AMERICA,227 E LIBERTY ST,FARMINGTON,63640-3129,211902602,,0.0
461011290,BRAZEAU PRESBYTERIAN CHURCH INC,106 CHURCH LN,BRAZEAU,63737-8701,1002000,,
461031806,MODERN WOODMEN OF AMERICA,2178 N WESTWOOD BLVD,POPLAR BLUFF,63901-2440,211902602,,0.0
461424422,SFX DOMUS CATHOLIC STUDENT HOUSING CENTER,20 W 9TH ST,KANSAS CITY,64105-1704,31150120,,
461488611,COLD CREEK COWBOY CHURCH,PO BOX 1357,AVA,65608-1357,1000000,,
461586057,RESTORATION CHURCH OF LIBERTY,1908 PLUMBERS WAY STE 400,LIBERTY,64068-7453,1002029,,
461628976,FIRST ASSEMBLY OF GOD,PO BOX 863,BRANSON,65615-0863,1002029,,
461766215,SAINT MATTHEWS EPISCOPAL CHURCH OZARK,203A E BRICK ST,OZARK,65721-8906,1029000,,
461959457,MIA-USA FUNDRAISING INC,2039 N GEYER RD,SAINT LOUIS,63131-3332,31150120,,258950.0
462264255,CHAMINADE FOUNDATION,4425 W PINE BLVD,SAINT LOUIS,63108-2301,31150120,,
462332894,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
462500076,CITY CHURCH,818 LAFAYETTE AVE,SAINT LOUIS,63104-3820,1002000,,
462547634,IGLESIA NUEVA JERUSALEN PENTECOSTAL,6513 ROBERTS ST,KANSAS CITY,64125-1550,1029000,,
462700666,AMVETS,5801 STATE BOONE COUNTY FIRE STAT,COLUMBIA,65203-0000,907000000,,150.0
463047579,MISSORI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
463264261,ST RAFKA MARONITE CATHOLIC CHURCH-LIVONIA REAL EST TRUST,1021 S 10TH ST,SAINT LOUIS,63104-3518,31150120,,
463339678,EAST GATE MINISTRIES,3148 W COMMERCIAL ST,SPRINGFIELD,65802-1210,1000000,,0.0
463363459,MISSORI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
463522224,VICTORIOUS ROAD MINISTRIES,119 LEEDS AVE,ELDON,65026-1720,1000000,,
463619078,CHI ALPHA AT SAINT LOUIS UNIVERSITY,1314 MIRANDY DR,SAINT LOUIS,63146-5450,1002029,,
463632994,ABUNDANCE QUARTET,164 PRESERVE DR APT D113,BRANSON,65616-4219,1000000,,
463712898,FULL LIFE CHURCH,22268 FARM ROAD 2090,AURORA,65605-5391,1002029,,
463737782,ONE CHURCH,PO BOX 11330,SAINT LOUIS,63105-0130,1002029,,
463831018,NORTHLAND DEAF CHURCH,101 NE 70TH TER,GLADSTONE,64118-2506,1002029,,
463896585,HERITAGE BIBLE CHURCH,236 ALMA DR,HAZELWOOD,63042-2113,1000000,,
463937478,AMERICAN LEGION,PO BOX 7482,COLUMBIA,65205-7482,907908000,,0.0
463965355,ASHLAND ASSEMBLY OF GOD,PO BOX 7,ASHLAND,65010-0007,1002029,,
464129190,JEWELS IN THE SAND,PO BOX 132,BLUE SPRINGS,64013-0132,1029000,,
